MPID,Atomic number,Atomic weight,Density,Electronegativity,Lattice constant,Polarizability,Heat of formation,Heat of Fusion,Heat of Vaporization
780758,9.75,20.22988067,1.663416667,2.664166667,6.501666667,40.27708333,248.2919167,1.433333333,50.8
29432,16.66666667,34.95761288,1.700166667,2.488333333,5.416666667,53.01666667,161.7513333,7.346666667,85.37333333
5126,13,26.906,2.299833333,2.998333333,6.741666667,13.21166667,234.081,0.751666667,20.21666667
755980,45,105.88598,3.968333333,2.098333333,7.09,81.6,128.138,13.41333333,77.56666667
679630,16.66666667,37.97631631,1.662166667,2.9675,3.843333333,53.10833333,189.4688333,2.233333333,52.13833333
756981,13.83333333,29.5778635,1.709666667,2.709166667,6.126666667,57.98333333,268.3644167,18.29916667,20.13833333
19608,26,61.091,5.201,2.903333333,6.05,23.7,358.186,6.345,186
23181,48,113.8096467,4.133333333,2.09,7.173333333,87.66666667,125.838,13.41333333,75.96666667
561725,19,43.92836299,1.62775,2.4275,7.11,108,284.9895,5.9225,142.7
565901,20.33333333,45.52228833,3.161416667,2.815833333,5.85,62.68333333,312.466,5.125,131.5666667
559805,26.66666667,62.66288833,3.340333333,2.801666667,5.793333333,37.41666667,227.6981667,3.386666667,61.36833333
568848,21.66666667,46.87433333,3.01,2.71,5.663333333,26.4,171.5213333,6.136666667,103.7066667
754876,21.16666667,48.2129325,2.974333333,2.851666667,6.741666667,40.53333333,251.0193333,0.65,32.23333333
24534,8.833333333,18.25625,1.126433333,2.749166667,5.493333333,19.96070333,231.0305,0.7415,17.57633333
623984,21.66666667,50.54266667,3.002666667,3.023333333,7.123333333,14.6,244.881,0.333333333,30.71666667
5403,20,44.4666,1.841833333,2.25,5.77,125.9166667,230.4145,3.366666667,95.2
29286,28,67.02226878,3.828833333,3.295,0.661666667,17.99333333,127.3233333,4.405,63.96
19687,20.16666667,45.35543917,3.1095,2.813333333,5.856666667,62.6,318.641,4.891666667,137.4833333
556843,20.83333333,47.19326583,2.888833333,2.846666667,5.851666667,43.2,271.0526667,0.35,52.9
781634,24,55.61833333,4.068666667,2.731666667,5.625,39.36666667,370.886,6.716666667,189.6666667
780554,9.666666667,19.811127,1.68015,2.789166667,6.021666667,26.47663417,264.2000833,1.235583333,48.45866667
761460,9.833333333,20.30546033,1.71875,2.6875,6,39.77708333,259.3085833,1.466666667,60.71666667
16871,16.5,35.55613333,2.24225,2.589166667,6.068333333,67.375,273.05025,24.23333333,101.7216667
850109,9.833333333,20.30546033,1.71875,2.6875,6,39.77708333,259.3085833,1.466666667,60.71666667
777472,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
31358,14.5,32.06895,1.5425,2.435,6.995,87.725,286.0895,5.95,144.575
770643,23,53.411,4.869833333,2.911666667,6.023333333,21.53333333,369.986,11.3,191.3333333
779056,9.833333333,20.30546033,1.71875,2.6875,6,39.77708333,259.3085833,1.466666667,60.71666667
556046,13.83333333,30.05658333,2.256916667,2.7275,6.6975,31.275,298.5435833,5.048333333,140.55
781683,9.666666667,19.811127,1.68015,2.789166667,6.021666667,26.47663417,264.2000833,1.235583333,48.45866667
560870,15.33333333,34.19883333,2.336916667,2.7225,6.609166667,37.50833333,299.8019167,4.92,140.3833333
773216,9.083333333,18.74017033,1.720083333,2.726666667,6.476666667,38.66875,278.3785833,1.034166667,43.29166667
778513,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
853134,9.75,20.22988067,1.663416667,2.664166667,6.501666667,40.27708333,248.2919167,1.433333333,50.8
3472,21.66666667,50.54266667,3.002666667,3.023333333,7.123333333,14.6,244.881,0.333333333,30.71666667
4917,20.33333333,46.30384417,2.746,2.84,5.866666667,44.36666667,288.4026667,0.583333333,71.73333333
10080,17,38.0428325,2.522625,2.7975,6.52625,37.875,317.505625,8.3375,144.8125
4867,10.66666667,21.6664295,1.69905,2.626666667,5.799166667,35.75833333,270.50025,3.766666667,106.9166667
558629,18.83333333,42.34975,2.236333333,2.609166667,5.9475,57.86416667,261.10025,9.733333333,96.48333333
677193,7.666666667,15.3945336,1.212383333,2.629166667,4.9175,22.77951833,230.648,3.912,75.27066667
19957,16.75,37.79255875,2.44475,2.79375,6.53625,37.75,326.768125,7.9875,153.6875
8892,14.66666667,32.95860211,2.046,3.113333333,0.68,40.67875,119.94,1.361666667,66.54333333
775757,29.33333333,70.16266667,5.202666667,2.726666667,5.62,37.86666667,372.286,7.7,191
780584,9.583333333,19.73554733,1.624816667,2.765833333,6.523333333,26.97663417,253.1834167,1.20225,38.542
24479,13.83333333,30.11975,1.413716667,2.945833333,6.2275,23.776185,214.0249167,1.9645,16.494
642662,13.66666667,29.4225,1.158433333,2.518333333,5.481666667,40.11903667,181.9715,3.542333333,30.938
696308,3,5.624666667,0.90955,2.2925,5.236666667,9.137480833,348.92375,5.801583333,126.4856667
26649,11.83333333,25.54421033,1.67175,2.698333333,6.245833333,39.02708333,249.7835833,0.905833333,57.05
780526,9.083333333,18.74017033,1.720083333,2.726666667,6.476666667,38.66875,278.3785833,1.034166667,43.29166667
29081,11,22.329004,1.449416667,2.951666667,7.246666667,13.04166667,273.9810833,0.355833333,16.89166667
6227,12.83333333,26.14158333,1.911333333,2.6275,6.040833333,39.33083333,260.8835833,9.99,98.41666667
645774,16.33333333,35.79433333,2.329333333,3.05,7.268333333,15.6,262.5476667,0.716666667,50.41666667
770967,9.75,20.22988067,1.663416667,2.664166667,6.501666667,40.27708333,248.2919167,1.433333333,50.8
558195,21.16666667,49.38736083,2.41075,2.574166667,6.525,65.61666667,283.7896667,5.160833333,134.0341667
767533,13,28.32189755,1.68375,2.648333333,5.896666667,51.15,285.3310833,0.690833333,53.3
1020628,13.66666667,29.18246033,1.724583333,2.905,6.726666667,27.46666667,263.5693333,3.585,46.96666667
777678,10.83333333,23.12976878,2.14,3.121666667,0.393333333,40.17875,148.69,3.121666667,85.69333333
567878,39,91.82958975,4.504816667,2.541666667,5.698333333,31.96666667,160.0833333,9.556666667,94.12333333
752691,26.16666667,60.98608333,3.523583333,2.460833333,6.0375,69.55833333,289.45025,5.9,131.25
3889,8,16.44944232,1.40225,2.4625,6.655,48.45,292.7395,6.06,150.1
558625,14.33333333,30.73196033,1.823166667,2.848333333,6.524166667,33.46666667,283.4026667,2.118333333,66.88333333
19926,17.5,40.03819218,2.446833333,2.619166667,5.4625,48.54833333,302.2169167,5.935,145.25
31809,9.833333333,20.30546033,1.71875,2.6875,6,39.77708333,259.3085833,1.466666667,60.71666667
542967,16.33333333,35.79433333,2.329333333,3.05,7.268333333,15.6,262.5476667,0.716666667,50.41666667
694722,10,20.542827,1.804416667,2.694166667,6.054166667,38.69375,260.52525,1.784166667,63.93333333
3919,10,20.476575,1.3735,2.435,6.905,80.2,288.1145,31.025,126.2075
555544,10,20.02766667,1.542666667,2.926666667,6.363333333,15.96666667,316.1526667,16.2,127
540098,9.833333333,20.30546033,1.71875,2.6875,6,39.77708333,259.3085833,1.466666667,60.71666667
558861,17.66666667,39.33292939,1.716666667,3.053333333,4.101666667,56.78,142.1475,19.50666667,9.226666667
703470,6.5,13.24771625,0.963233333,2.681666667,4.832416667,7.136888333,256.6536667,-0.4415,2.735333333
771422,9.166666667,18.81575,1.775416667,2.75,5.975,38.16875,289.39525,1.0675,53.20833333
556014,8.166666667,17.34641667,1.5905,2.455833333,6.118333333,51.26145833,281.2695,4.621666667,143.1083333
6610,11.5,23.74274167,1.98,2.226666667,4.144666667,82.53333333,446.8033333,26.0425,25.29916667
565891,20.66666667,46.70663518,2.843333333,3.051666667,1.36,56.89833333,157.9205833,5.043333333,92.2825
767985,10,20.542827,1.804416667,2.694166667,6.054166667,38.69375,260.52525,1.784166667,63.93333333
540421,9.75,20.22988067,1.663416667,2.664166667,6.501666667,40.27708333,248.2919167,1.433333333,50.8
643356,19.66666667,44.2405,1.678433333,2.451666667,5.625,42.25237,178.8208333,4.929,33.988
6267,14.5,32.22443375,2.070625,2.78,6.5075,37.4125,336.518125,9.7125,160.5625
557840,13.66666667,29.50060327,1.704416667,2.8925,6.963333333,38.24166667,257.2226667,0.466666667,42.74166667
8973,10,20.19679488,1.3425,2.308333333,4.5345,43.25,404.1366667,16.80666667,143.4833333
638061,21.66666667,47.26658975,2.70815,2.671666667,5.6,30.2,176.518,6.605,98.47333333
558753,16.75,39.1993504,2.516375,2.965,6.06625,14.2425,301.981375,6.83875,147.9425
19254,12.33333333,25.31683333,2.423333333,3.028333333,6.776666667,17.1,281.5976667,1.838333333,57.75
9747,13.16666667,30.20275,2.396083333,2.836666667,7.306666667,13.84166667,349.9835833,7.680833333,182.4
29598,10,20.41115144,1.158916667,2.580833333,5.098583333,26.20833333,390.0483333,0.473333333,24.175
541111,18.66666667,39.75075642,2.474816667,2.676666667,5.586666667,27.7,181.3446667,6.996666667,106.0066667
5416,13.33333333,28.82458976,1.6965,2.455,5.551666667,61.7,198.3145,1.251666667,42.08333333
1858,29.33333333,70.16266667,5.202666667,2.726666667,5.62,37.86666667,372.286,7.7,191
677780,11.33333333,22.71866667,1.46175,2.599166667,6.086666667,42.04166667,262.27525,10.15,99.83333333
559366,16.5,35.97079129,1.714,3.0425,4.21975,14.285,245.03125,3.1475,21.225
676483,10.83333333,22.43752444,1.693416667,2.668333333,6.044166667,37.71520833,231.2335833,0.9025,37.775
696842,10.83333333,23.32914744,1.47145,2.7725,5.431666667,22.1517775,225.939,0.620916667,17.83433333
695805,9.833333333,20.30546033,1.71875,2.6875,6,39.77708333,259.3085833,1.466666667,60.71666667
696288,10.16666667,21.99166667,1.435033333,2.776666667,5.37,22.26948583,230.2556667,0.64175,22.00933333
17621,27,63.85140866,4.5815,2.741666667,6.021666667,80.68333333,307.9026667,5.348333333,128.05
21266,17.75,41.12234525,2.656875,2.90375,6.875,14.875,290.355625,3.235,90.8875
768153,9.666666667,20.31494642,1.575916667,2.746666667,5.805,35.96875,283.2560833,-0.059166667,30.85
772765,14.5,31.17350183,1.7165,2.6325,6.056666667,72.4,276.07275,17.5675,31.455
556169,17.66666667,39.14537386,2.3025,3.011666667,4.583333333,35.09,246.487,2.373333333,71.70666667
14415,17.83333333,40.37189052,2.550666667,2.624166667,5.449166667,48.715,289.8669167,6.401666667,133.4166667
695780,9.75,20.22988067,1.663416667,2.664166667,6.501666667,40.27708333,248.2919167,1.433333333,50.8
777907,7.833333333,16.79466798,1.436083333,2.505833333,1.845833333,75.546875,154.8253333,2.483333333,92.64166667
555022,23,53.48886719,3.197566667,2.975,4.56,30.92333333,246.9703333,0.29,79.54
559691,11.33333333,22.84975642,1.572566667,2.6,6.041666667,42.63333333,267.6669167,6.958333333,104.2833333
555933,15.83333333,35.59333855,2.08125,2.676666667,6.296666667,38.29166667,232.3169167,0.6725,38.85
570609,30,69.31716667,4,2.708333333,5.488333333,26.4,156.5613333,5.923333333,85.72333333
557457,22.66666667,52.48343719,3.111,3.016666667,4.565,32.09,214.4036667,0.29,49.20666667
556999,22.5,52.20423386,3.0675,3.015,4.568333333,33.09,228.437,0.29,63.37333333
558538,22.33333333,51.81612219,3.023333333,3.013333333,4.571666667,34.09,225.8036667,0.29,60.70666667
23843,10.33333333,22.486,1.473633333,2.675,5.348333333,35.569935,225.3641667,0.872833333,34.26733333
779070,10,20.542827,1.804416667,2.694166667,6.054166667,38.69375,260.52525,1.784166667,63.93333333
567106,23.33333333,54.13235833,4.663166667,2.793333333,5.898333333,44.425,335.6526667,13.97833333,155.6191667
696805,6,11.35866667,0.7372,2.326666667,5.99,9.471406667,237.722,0.488,4.102666667
23096,24.33333333,56.2308,3.2729,2.838333333,5.766666667,32.73333333,253.9648333,1.273333333,81.85166667
29269,16.33333333,36.79056366,2.015666667,3.15,0.79,36.77666667,114.8733333,4.126666667,53.21
772835,14.58333333,31.4513635,1.736,2.633333333,6.055833333,71.73333333,273.57275,17.2175,27.955
637256,8.666666667,17.52355,1.296666667,2.506666667,4.081166667,55.75,490.01,16.25,-0.445
644101,6.666666667,14.41645583,0.900366667,2.366666667,4.074916667,8.246406667,313.07675,1.121333333,3.8485
558516,24,55.22537,3.186333333,2.88,5.771666667,33.9,221.3981667,1.273333333,51.51833333
23086,23.83333333,54.94616667,3.142833333,2.878333333,5.775,34.9,235.4315,1.273333333,65.685
27472,15.16666667,33.7208668,2.195083333,3.620833333,-0.1825,14.86666667,149.2291667,4.331666667,78.38333333
990440,14.33333333,30.86675643,1.9825,2.251666667,5.363333333,75.55,262.1145,3.58,126.6333333
767518,10,20.49276738,1.420416667,2.67,5.86,41.31666667,280.89775,1.299166667,47.525
555271,21,47.82106851,2.5485,3.008333333,1.216666667,55.17666667,107.9705833,3.321666667,48.31583333
23587,23.66666667,54.558055,3.098666667,2.876666667,5.778333333,35.9,232.7981667,1.273333333,63.01833333
30219,19.66666667,41.77021667,2.167666667,2.545,5.783333333,66.35,141.028,22.28833333,59.045
767984,10,20.542827,1.804416667,2.694166667,6.054166667,38.69375,260.52525,1.784166667,63.93333333
10814,11.66666667,25.56116667,1.476833333,2.381666667,6.465,66.28541667,272.6645,5.448333333,132.25
558257,23.5,54.153,3.057833333,2.875,5.78,37.06666667,231.0981667,1.273333333,61.35166667
865509,9.416666667,19.241214,1.586216667,2.8675,6.545,13.676185,258.0749167,0.971166667,26.284
1020633,13,28.09663333,1.5095,2.415,6.336666667,71.23333333,256.7811667,5.333333333,118.1833333
554903,23.33333333,53.557225,3.004333333,2.505,5.781666667,38.23333333,247.4815,1.273333333,77.685
767606,13.25,28.76660838,1.755166667,2.651666667,5.889166667,50.56666667,276.6560833,0.574166667,43.88333333
28263,6.333333333,12.35338333,0.561066667,2.383333333,5.023333333,52.303555,206.9086667,16.8085,0.507
6499,14.66666667,33.84566667,1.636833333,2.371666667,6.288333333,78.75208333,275.1811667,5.191666667,131.9166667
556132,10,20.02766667,1.542666667,2.926666667,6.363333333,15.96666667,316.1526667,16.2,127
554063,22.83333333,52.12966667,2.886166667,2.866666667,6.681666667,41.9,217.1481667,2.923333333,40.35166667
767573,13.91666667,30.68469171,1.92625,2.66,5.880833333,45.73333333,275.7810833,-0.100833333,46.21666667
30231,22.66666667,49.49846667,2.280333333,2.545,5.843333333,71.36666667,139.678,5.571666667,71.29
14416,18.33333333,41.94728052,2.675166667,2.630833333,6.3375,44.715,264.8335833,6.001666667,105.75
767341,8.666666667,17.81780583,1.347583333,2.678333333,5.736666667,41.55208333,289.5310833,1.340833333,55.875
756647,12.83333333,26.84001683,1.524583333,2.64,6.055,67.9,281.72275,17.58416667,34.455
562065,10.33333333,20.99058733,1.372666667,3.023333333,6.943333333,11.86666667,271.6526667,0.17,15.93333333
772802,15.33333333,33.5090485,1.928833333,2.6425,6.045833333,66.4,265.6810833,16.5425,23.205
767414,15.16666667,33.175391,1.885,2.640833333,6.049166667,67.4,271.3810833,16.5425,28.955
9338,17.33333333,38.92683333,1.78675,2.580833333,5.993333333,60.575,262.4919167,9.893333333,97.9
20778,19,43.97061385,2.846833333,2.639166667,5.435833333,39.88166667,278.7835833,4.351666667,126.75
6094,11.33333333,22.71866667,1.46175,2.599166667,6.086666667,42.04166667,262.27525,10.15,99.83333333
560954,10,20.02766667,1.542666667,2.926666667,6.363333333,15.96666667,316.1526667,16.2,127
27996,10,21.49733333,1.396433333,2.878333333,5.391666667,8.969036667,235.1471667,0.410666667,9.751333333
28341,17,36.4105,2.114,2.571666667,5.493333333,45.41875,152.7446667,5.686666667,83.32333333
559301,15.66666667,34.04368175,1.78325,3.396666667,2.553333333,12.40333333,128.5098333,4.274166667,30.49
608516,25.66666667,57.40474199,2.337166667,2.54,5.92,84.88333333,138.9446667,5.553333333,70.04
6564,14.33333333,30.64233333,1.62675,2.590833333,6.17,48.10833333,259.97525,10.15,98.23333333
754613,15.25,33.36944683,1.907083333,2.641666667,6.0475,66.9,272.69775,16.5425,30.28833333
637235,8.666666667,17.52355,1.296666667,2.506666667,4.081166667,55.75,490.01,16.25,-0.445
29144,17,38.77366071,1.942333333,3.403333333,0.4275,33.28,99.68458333,11.90916667,13.39916667
559860,10,20.02766667,1.542666667,2.926666667,6.363333333,15.96666667,316.1526667,16.2,127
23799,10.66666667,21.94319111,1.654816667,2.77,6.065833333,24.41475917,236.1250833,0.671416667,25.517
643248,7.333333333,14.70325642,0.923341667,2.4325,5.089166667,36.41903667,211.3425,1.575666667,41.6605
28813,15.33333333,31.6555,1.81,2.794166667,5.815,20,253.1071667,16.84,109.2733333
3962,17.33333333,38.97920533,2.094333333,2.841666667,6.373333333,43.53333333,290.736,1.168333333,74.63333333
753626,11.91666667,26.09164683,1.682333333,2.66,5.765833333,50.80208333,285.2894167,0.615833333,52.23333333
8586,15,33.60360211,2.347,3.29,1.553333333,16.74333333,187.5566667,4.813333333,125.96
768141,13.75,30.28810838,1.88375,2.658333333,5.883333333,46.81666667,273.6144167,-0.100833333,44.05
679406,10.5,21.11046667,1.1354,2.723333333,6.68075,55.15892583,243.1793333,16.71475,1.630333333
541040,14.5,31.70492052,2.166833333,2.639166667,5.445833333,39.715,301.1669167,6.435,139.4166667
562137,8.666666667,17.67438333,1.181166667,2.445,5.463333333,80.16875,285.4761667,16.89833333,24.38833333
557012,7.333333333,15.28249233,1.347166667,2.418333333,6.018333333,55.178125,290.0895,5.4725,148.3083333
558191,12.16666667,25.44721155,1.762583333,2.589166667,5.863333333,45.75833333,289.1335833,9.89,126.8166667
18687,14.33333333,31.31639764,2.351666667,3.583333333,-0.283333333,19.45,188.2791667,4.891666667,118.7833333
8140,13.33333333,28.31522617,2.024333333,3.021666667,6.436666667,12.7,269.3193333,-0.415,13.03333333
637242,11.66666667,25.2518,1.409333333,2.506666667,4.141166667,60.76666667,488.66,-0.466666667,11.8
690684,6.666666667,13.35562821,0.893433333,2.468333333,5.479166667,33.31070333,230.8508333,2.6465,60.02716667
31476,17,39.48386299,1.61095,2.0225,4.235,107.0017775,432.0595,0.05175,16.801
555676,10,20.02766667,1.542666667,2.926666667,6.363333333,15.96666667,316.1526667,16.2,127
554344,6.666666667,13.78462821,1.322908333,2.439166667,6.08,51.91145833,286.1811667,5.051666667,144.2583333
23522,25.66666667,57.41783333,2.812166667,2.53,5.44,61.51166667,132.4513333,6.763333333,56.40666667
23373,25.66666667,57.41783333,2.812166667,2.53,5.44,61.51166667,132.4513333,6.763333333,56.40666667
571394,8.666666667,17.52355,1.296666667,2.506666667,4.081166667,55.75,490.01,16.25,-0.445
7651,22.66666667,54.01978333,3.117666667,2.826666667,6.305,45.91666667,341.486,10.45166667,148.7833333
15113,10,20.18562821,1.414583333,2.636666667,6.046666667,39.53333333,275.80025,12.50666667,111.4833333
558669,10.83333333,22.93300642,1.721733333,2.694166667,6.620833333,32.575,308.3669167,5.908333333,142.85
14354,16.5,36.04134367,1.440583333,2.5875,6.6175,76.99166667,225.2835833,0.968333333,32.35
757145,16.16666667,36.63733333,1.919933333,2.601666667,6.066666667,37.70237,210.4093333,2.257333333,30.86966667
