MPID,Atomic number,Atomic weight,Density,Electronegativity,Lattice constant,Polarizability,Heat of formation,Heat of Fusion,Heat of Vaporization
27935,21,45.82325106,2.1236125,2.90375,6.15125,22.2875,145.683625,8.09125,56.06375
765549,7.4375,16.03131351,1.3464375,2.5025,1.673125,77.20421875,146.648375,2.3925,91.8675
554493,29.75,71.38712438,4.0715,2.885,5.9975,18.9375,244.180625,1.22125,47.15
770333,8.25,17.4534375,1.76425,2.42375,5.75625,57.115625,299.502,5.36,157.0625
25501,10.375,21.61303315,1.90475,2.82125,4.9825,37.1315625,243.691375,2.86375,67.7925
557302,11.75,23.5315,1.52425,2.91,7.95225,12.875,319.00225,0.115,4.75
752733,15.5,33.4135,2.763125,2.795,5.765,28.3125,282.883125,3.1225,119.775
29558,37.25,90.7984,4.424625,2.8275,5.97625,22.475,218.37725,4.42625,66.55125
23507,40.5,93.96975,4.69125,2.5625,6.1975,34.5,175.58125,8.77875,120.6125
559327,14.125,30.19234157,2.595125,2.43875,5.49375,55.2,251.327,6.695,113.6125
569867,20.75,45.1353215,2,1.88,6.8975,68.05,278.375,4.1825,73.35
703668,8.3125,16.62475,1.393575,2.896875,6.0930625,10.5392775,269.2565,0.483,22.226
5081,30.75,69.5065,5.155,2.0575,8.3875,69.325,274.61,6.0925,122.65
27500,10.75,21.76194232,1.33475,2.5975,7.09,48.175,220.782,0.4675,26.6
779954,8.625,18.59403169,1.660625,2.48375,2.89875,72.1071875,156.05425,2.825,85.4525
23446,29.75,71.323225,3.82025,2.87625,6.16375,20.3125,254.668125,6.725,83.375
770663,8.625,18.066375,1.98475,2.44875,5.7375,53.990625,287.002,4.8975,142.0625
14083,10.625,21.8026875,2.30225,2.4325,3.9065,50.1625,509.96625,14.025625,44.45375
5282,17.25,37.9693,3.762,2.84,5.33,19.225,375.057,2.2375,62.775
769755,10.875,22.97408125,2.546375,2.390625,5.006875,63.115625,264.93575,5.0225,121.875
1016108,16.5,35.31525,3.32225,2.3175,3.422,38.3675,387.07,6.02,133.85
32428,10.125,21.10628275,1.776125,2.75,5.97875,37.8265625,279.680625,2.2375,81.6
30954,47.5,112.6091025,5.175,2.4475,6.9175,37.175,148.05775,13.0375,99.0375
23541,36.75,84.5047875,3.8845,2.4425,6.2775,62.5875,156.33125,21.18625,92.76625
769758,10.875,22.97408125,2.546375,2.390625,5.006875,63.115625,264.93575,5.0225,121.875
769762,9.875,20.44386731,2.1581125,2.405,5.23375,57.028125,259.5645,3.7675,119.3375
568244,44.5,105.165,5.25875,2.565,6.05625,32.625,167.98125,8.9125,112.775
767077,8.3125,17.1691875,1.52475,2.378125,5.36375,62.47265625,256.6145,7.590625,114.875
770201,9.25,19.47487981,1.8091125,2.37,5.17125,61.778125,270.2395,3.75375,129.5125
565979,22.625,52.35437988,3.554,2.85375,6.49,21.5625,255.193125,2.3,52.55
753515,24.25,56.0343004,3.222125,2.98625,4.98125,19.2425,233.681375,7.09375,73.5175
567780,39,90.300975,3.969,2.4425,6.3225,66.35,155.31875,8.64875,101.95
769776,12.125,26.17989925,2.485875,2.45125,5.30875,55.553125,264.277,6.7575,126.1375
778572,10.4375,21.7876769,1.88125,2.83,4.990625,36.0690625,252.193875,2.195,75.0425
769791,7.875,16.83627425,1.810375,2.015,4.62,90.91875,226.448375,3.005,122.2625
505148,61.25,150.083065,6.58875,2.3825,7.04375,57.675,179.71775,14.25,117.9
10419,17.5,40.02338464,3.416,1.8425,3.974625,91.875,327.665,5.195,136.575
995206,4,7.5065,0.88515,2.5975,4.475,6.403555,350.52375,-0.4415,-0.048
769752,10.875,22.97408125,2.546375,2.390625,5.006875,63.115625,264.93575,5.0225,121.875
7688,14.75,32.865,2.454625,2.4275,5.3675,54.428125,224.9145,5.58625,84.8875
764634,9.875,20.61177425,2.11175,2.4375,5.28,55.215625,274.027,8.4825,133.0125
573030,27.25,61.73715924,2.64125,1.81,7.59625,142.6890625,269.2475,4.84875,125.825
554678,15.5,33.166625,2.242625,2.7775,6.38125,33.4125,270.993125,9.725,100.575
769676,10.125,21.7142875,1.873,2.00875,4.8775,99.89921875,221.973375,3.228125,116.4375
561153,20.25,47.07205237,1.711,3.635,0.8,9.635,59.25125,0.1325,8.0675
19175,16.625,36.6093805,2.816875,2.98125,6.47,19.0375,247.980625,2.3575,41.925
761358,7.75,16.45025,1.682125,2.00875,4.665,91.79375,225.048375,2.795,116.125
612,15.5,31.516881,1.945,2.385,8.82,22.2,296.835,1.87,30.15
985572,11.75,25.353275,2.51625,2.72125,5.255,32.8640625,359.357,1.105,49.5125
985594,12.75,27.35949616,2.570875,2.715,5.3475,32.6875,352.882,1.07375,43.25
849246,16.5,36.017875,2.934375,2.74625,5.37875,34.0625,287.993125,4.83875,112.4125
29110,18.25,38.21913462,4.501225,1.80125,4.125,51.6875,407.2875,26.8375,342.15
773248,12.1875,26.01208563,2.72,2.408125,5.031875,61.428125,288.15825,4.485,142.75
610430,47,112.1731,4.77675,2.695,6.19,27.75,136.2875,10.6775,65.17
778787,8.625,18.33247579,1.74875,2.45125,3.125,71.5521875,193.816,2.68625,99.385
542975,28.5,68.3896125,4.119,2.81625,5.85875,26.0625,270.805625,3.53375,100.6
29200,10.5,21.275825,0.9905,2.685,5.73225,76.925,264.9745,24.875,-0.1675
28268,59.25,143.9493525,9.06,2.545,6.77,36.675,221.49275,17.08,148.9625
985593,12.75,27.35949616,2.570875,2.715,5.3475,32.6875,352.882,1.07375,43.25
505381,3.5,6.74386058,0.3982125,2.101875,3.8035,45.04339875,263.6965,0.515375,34.07075
769696,8.625,18.066375,1.98475,2.44875,5.7375,53.990625,287.002,4.8975,142.0625
15573,38.5,94.00719938,5.7345,2.6675,5.22875,25.15,230.752,0.99125,64.45
556767,11,23.11130237,1.221,3.775,0.81,6.455,89.82675,1.985,10.0075
754645,13.5,27.801,1.50175,2.7675,5.63,26.425,159.73325,5.255,42.905
755049,11.875,25.08734525,2.582125,2.53375,5.6425,45.26484375,257.30825,2.795,90.5875
764633,12.375,26.60925198,2.363625,3.325,0.98375,24.75,209.613,4.56875,118.9625
766901,10,21.48398987,1.6615,3.31125,0.06375,34.1940625,143.85125,2.93125,80.905
5972,24,55.09218347,3.931625,3.13625,1.10375,58.985,153.296875,4.89,105.725
755447,11.875,25.08734525,2.582125,2.53375,5.6425,45.26484375,257.30825,2.795,90.5875
772550,12,24.998275,2.65675,2.995,5.8425,24.725,286.29175,4.5,84.75
743614,12.75,27.107875,2.116075,2.9,5.4525,17.6392775,260.658375,4.75675,78.7035
773284,13.25,28.7145125,2.767125,2.454375,5.225625,55.240625,257.37075,4.64375,110.6
771068,8.625,18.066375,1.98475,2.44875,5.7375,53.990625,287.002,4.8975,142.0625
5709,36.25,88.51372025,5.24575,2.66875,5.60875,24.525,232.502,1.43,66.625
570778,17,35.45,1.56,3.16,6.24,14.6,121.302,6.41,20.41
559418,17,36.52924787,3.71075,2.8575,5.33875,21.975,284.26475,4.04625,103.37625
771919,11.25,23.69575,2.6765,2.4225,5.005,59.178125,268.3145,3.6725,121.5
771998,13.6875,29.8946575,2.03825,2.308125,5.15125,77.928125,270.0395,3.24125,126.5625
755998,19.75,43.710375,3.072625,2.54875,4.78225,45.8375,440.320875,6.575,212
772624,10,20.49326925,2.1992,2.3025,4.625,33.05,406.97475,4.875,141.55
566471,15,32.272625,3.098,2.73625,5.38375,43.6140625,293.99975,5.8875,136.80125
29591,25.25,58.09075,3.278625,2.88375,5.88625,20.6,238.92725,7.83125,75.25125
755132,19.75,43.710375,3.072625,2.54875,4.78225,45.8375,440.320875,6.575,212
6955,16.5,35.433575,2.034,2.3275,5.43975,85.6,295.66725,34.325,82.0825
6050,19,41.48655,3.907,2.525,5.54225,23.275,437.845,2.795,65.65
985571,11.75,25.353275,2.51625,2.72125,5.255,32.8640625,359.357,1.105,49.5125
566700,24.125,56.98774808,3.370125,2.768125,5.80125,33.35625,266.224375,3.79,95.24375
634062,31.75,74.57627625,3.282825,2.29125,5.7575,59.8517775,149.7745,6.763,32.69475
754659,19.75,43.710375,3.072625,2.54875,4.78225,45.8375,440.320875,6.575,212
28232,12,25.00425,2.070375,2.69875,5.4075,37.2125,292.405625,5.225,121.5
542168,22.875,52.10313724,2.4465,2.39,5.92,114.4125,253.327,8.2825,113.0875
767128,9.875,20.61177425,2.11175,2.4375,5.28,55.215625,274.027,8.4825,133.0125
697084,36,87.7778675,4.37495,2.525,5.8125,22.4267775,192.296,4.85175,54.9135
560616,10.25,20.776825,1.351,2.5625,5.615,77.9,326.082,24.875,-0.1675
23504,48.75,115.5725438,4.63,2.1225,6.91875,77.9875,138.098125,12.405,90.35625
765706,10.875,23.0828125,2.456,2.3975,5.02375,62.303125,280.8145,4.135,136.5
760501,15.5,33.4135,2.763125,2.795,5.765,28.3125,282.883125,3.1225,119.775
765937,11.3125,24.03423013,2.8255,2.42125,4.938125,59.178125,269.28825,4.4375,130.83125
634059,5,9.514625,0.7774,2.50125,4.63975,7.941055,351.364,-0.16275,1.3895
764956,9.875,20.61177425,2.11175,2.4375,5.28,55.215625,274.027,8.4825,133.0125
691133,10.25,21.250525,2.3872,2.685,5.0725,24.5267775,278.484,4.77925,85.226
758492,16.625,37.13484525,2.2335625,2.869375,6.22875,24.75703125,254.861875,3.634375,51.45
997394,17.75,39.34562362,3.21475,3.42625,0.17375,21.93,186.73875,5.22625,121.6675
644003,13.375,28.9467445,2.2139125,2.774375,5.834375,30.54463875,271.5348125,2.179625,63.288
752602,47,112.1731,4.77675,2.695,6.19,27.75,136.2875,10.6775,65.17
556745,25.75,62.09725,4.0995,2.8075,5.1725,17.975,349.382,0.3275,39.85
29946,19.5,44.47521829,2.084,3.38,5.095,11.81,171.1375,3.5075,11.6225
766094,16.5,35.97569329,2.994,3.115,3.99,28.085,327.69825,6.3275,171.135
9178,19.5,43.793875,2.996875,2.99875,5.73125,16.2875,226.543125,1.44625,21.6875
510666,28.5,68.3896125,4.119,2.81625,5.85875,26.0625,270.805625,3.53375,100.6
942701,10.875,22.61594965,2.151,2.8975,5.34875,32.9315625,242.427625,2.01375,68.7675
3777,21,48.3565,1.8615,2.2175,4.632,81.025,393.495,14.065,130.75
696666,5.5,10.685875,0.61865,2.735,4.867375,6.328555,245.524,0.48475,2.62825
25071,30.75,73.793125,4.833125,2.87,5.9,25.9375,286.940625,4.0675,117.575
851027,11.25,23.69575,2.6765,2.4225,5.005,59.178125,268.3145,3.6725,121.5
764344,9.75,20.22575,1.9835,2.43125,5.325,56.090625,272.627,8.2725,126.875
755107,24.25,56.60775,3.423125,2.6475,5.535,56.5625,287.493125,1.475,124.95
764958,9.875,20.61177425,2.11175,2.4375,5.28,55.215625,274.027,8.4825,133.0125
554711,14,28.74275,1.86,2.8625,6.63,14.975,309.161,3.2625,12.58
754044,24.5,57.2153325,3.484375,2.65,5.5325,54.8125,290.043125,1.475,127.45
556872,14.75,32.3692,1.52,2.5625,5.705,85.425,324.057,-0.2,18.2
4930,11,22.72813463,1.96035,2.745,5.65,30.2625,297.618125,4.4125,123.225
765603,11.4375,24.27478638,2.868875,2.431875,4.9375,57.865625,270.4145,3.9875,130.70625
755948,25,58.216305,3.615875,2.655,5.5225,51.8125,272.943125,1.475,110.2
763301,9.875,20.61177425,2.11175,2.4375,5.28,55.215625,274.027,8.4825,133.0125
780833,9.625,20.1123805,1.9005,2.39625,6.0775,56.840625,256.102,8.2225,112
762566,9.75,20.22575,1.9835,2.43125,5.325,56.090625,272.627,8.2725,126.875
4549,16.5,35.92975,1.6215,2.2325,4.897,62.325,389.72,14.45,131.25
756930,23,52.35075,1.837,2.1925,6.065,110.85,213.8395,3.715,73.4
23539,25.5,56.7210375,2.9095,2.5675,6.00875,58.5875,162.23875,18.58625,87.0475
565521,23,52.82379938,3.7655,2.89875,5.81875,19.1875,273.543125,2.82625,72.25
756443,24.75,57.7975,3.550625,2.6525,5.5275,53.3125,293.993125,1.475,131.45
763629,9.75,20.22575,1.9835,2.43125,5.325,56.090625,272.627,8.2725,126.875
752724,24.5,57.2153325,3.484375,2.65,5.5325,54.8125,290.043125,1.475,127.45
770030,11.1875,23.84145625,2.423625,2.389375,5.109375,62.365625,255.9645,4.509375,117.51875
755595,24.75,57.7975,3.550625,2.6525,5.5275,53.3125,293.993125,1.475,131.45
23043,47,112.423475,4.979,2.4025,6.105,64.85,128.81875,8.07375,72.4
754192,25,58.216305,3.615875,2.655,5.5225,51.8125,272.943125,1.475,110.2
756750,24.25,56.60775,3.423125,2.6475,5.535,56.5625,287.493125,1.475,124.95
764232,12,25.48447579,2.379,3.1225,3.92,25.335,273.32325,4.0025,116.135
754073,25.5,59.72445,3.745725,2.5925,5.515,50.0625,321.793125,1.475,155.7
566680,9.625,20.1123805,1.9005,2.39625,6.0775,56.840625,256.102,8.2225,112
778565,9.625,20.08781731,2.0296125,2.395,5.1525,58.653125,257.7395,3.29125,114.5125
772487,10.75,22.733525,2.503,2.38,5.0075,64.428125,263.8095,5.4725,122
770316,10.0625,21.17011491,2.22293125,2.376875,5.080625,62.853125,259.64825,4.831875,118.38125
30164,30,68.4469315,3.036625,2.56375,6.11125,72.4875,160.67625,6.035,95.29375
770253,11.1875,23.84145625,2.423625,2.389375,5.109375,62.365625,255.9645,4.509375,117.51875
763331,12.25,26.47601298,2.56175,2.9975,2.03375,39.8515625,140.321875,4.03,77.8375
770341,10.0625,21.17011491,2.22293125,2.376875,5.080625,62.853125,259.64825,4.831875,118.38125
766937,10,21.48398987,1.6615,3.31125,0.06375,34.1940625,143.85125,2.93125,80.905
25182,34.75,84.779375,5.968125,2.8125,5.90125,23.5625,310.943125,4.9425,146.825
775153,8.75,18.70740119,1.743625,2.51875,2.14625,71.3571875,172.57925,2.875,100.3275
769759,11.1875,23.84145625,2.423625,2.389375,5.109375,62.365625,255.9645,4.509375,117.51875
778704,12.5,26.70275198,2.72775,3.0675,0.52875,38.3515625,173.371875,4.13,107.5875
25652,16.625,38.09352065,3.41975,2.82625,5.0175,35.2565625,300.381375,4.61375,128.0425
643727,31.5,76.02775,3.92245,2.6,5.55,19.4517775,193.56925,3.61425,51.816
769984,10.0625,21.17011491,2.22293125,2.376875,5.080625,62.853125,259.64825,4.831875,118.38125
505806,30.5,72.45822598,2.0615,1.67,4.81,206.1,396.685,0.545,33.65
8184,12.5,26.98575,2.265,2.4225,5.3275,53.511875,227.2395,5.7325,91.85
772267,9.625,20.08781731,2.0296125,2.395,5.1525,58.653125,257.7395,3.29125,114.5125
770051,10.0625,21.17011491,2.22293125,2.376875,5.080625,62.853125,259.64825,4.831875,118.38125
570005,39,90.368,4.01275,2.7325,6.13,26.5,149.9875,12.9475,70.97
770411,9.625,20.08781731,2.0296125,2.395,5.1525,58.653125,257.7395,3.29125,114.5125
18968,9.75,20.22575,1.9835,2.43125,5.325,56.090625,272.627,8.2725,126.875
23317,34.5,78.65839875,3.7725,2.765,6.035,23.25,159.5125,7.6775,30.27
753401,13,27.221727,2.033125,2.6825,5.465,40.0625,309.343125,5.675,135.375
21497,27.5,65.806875,3.814375,2.9225,6.815,17.4875,239.214375,0.72125,45.1375
23702,3,5.74075,0.3709,2.105,3.75725,45.13168,266.934,0.531,37.202
765893,9,19.06345119,1.872125,2.52875,2.2275,69.7321875,174.40425,3.35125,105.1525
766926,10,21.48398987,1.6615,3.31125,0.06375,34.1940625,143.85125,2.93125,80.905
778826,12.5,26.70275198,2.72775,3.0675,0.52875,38.3515625,173.371875,4.13,107.5875
554108,16.25,37.64232658,3.5355,3.21,1.98875,31.4590625,218.63725,4.61625,109.52
754041,30,71.623125,4.356875,2.6125,5.57875,55.6875,332.443125,2.2625,170.75
565254,12,24.99597598,1.8175,2.165,5.83375,76.3,232.857125,2.95625,95.15
761033,31.75,76.435125,5.624125,2.5375,4.771,42.4625,443.470875,8.7875,215
580962,27.75,64.77715125,2.80475,2.4975,5.496,56.9875,347.473875,5.595,24.70625
761992,9.25,19.099625,2.1191875,2.764375,5.30625,33.3640625,346.4544375,1.33625,60.25
542832,32.75,78.48995,3.7626625,2.351875,5.660625,88.23125,280.6725625,0.62375,129.5625
769981,11.1875,23.84145625,2.423625,2.389375,5.109375,62.365625,255.9645,4.509375,117.51875
769980,10.0625,21.17011491,2.22293125,2.376875,5.080625,62.853125,259.64825,4.831875,118.38125
766912,10,21.48398987,1.6615,3.31125,0.06375,34.1940625,143.85125,2.93125,80.905
1020712,14.5,30.36975,2.76975,2.4075,4.042,22.6925,381.32,13.97,123.95
5854,12.5,27.16525,2.1855,2.4175,5.415,56.178125,232.4295,1.62,104.075
755251,30,71.623125,4.356875,2.6125,5.57875,55.6875,332.443125,2.2625,170.75
775084,10,20.5818,2.112,2.44125,5.40625,54.465625,274.452,8.74875,131.7
756044,12.25,25.98586286,1.654875,2.34125,5.5175,67.4125,202.7395,0.365,40.2625
608206,30,70.70685775,2.847375,2.49375,5.5535,67.125,346.923875,5.58125,23.76875
8974,31.5,75.37325,3.4400625,2.406875,5.680625,94.73125,246.3725625,0.62375,98.8125
779970,12.5,26.70275198,2.72775,3.0675,0.52875,38.3515625,173.371875,4.13,107.5875
754668,31.75,76.435125,5.624125,2.5375,4.771,42.4625,443.470875,8.7875,215
766936,10,21.48398987,1.6615,3.31125,0.06375,34.1940625,143.85125,2.93125,80.905
14323,31.75,75.9808325,3.5013125,2.409375,5.678125,92.98125,248.9225625,0.62375,101.3125
30930,43,101.9237371,4.372225,2.3975,6.8025,39.125,162.79275,14.3275,102.4875
634326,12,25.68225,2.0697,2.7225,5.48,16.2767775,247.104,0.92675,67.301
771999,13.5625,29.65410125,1.994875,2.2975,5.151875,79.240625,268.91325,3.69125,126.6875
243,12.5,25.55465,1.553,1.685,4.4,150.5,402.935,50.75,0.665
15751,24.75,56.97471,2.4200625,2.406875,5.695625,94.48125,279.9475625,3.74875,117.8125
14853,32,76.563,3.5675625,2.411875,5.673125,91.48125,252.8725625,0.62375,105.3125
21332,20.75,49.047,2.683,2.265,5.1975,83.178125,263.8145,-0.0275,136
14322,32.25,76.981805,3.6328125,2.414375,5.668125,89.98125,231.8225625,0.62375,84.0625
760360,31.75,76.435125,5.624125,2.5375,4.771,42.4625,443.470875,8.7875,215
760007,31.75,76.435125,5.624125,2.5375,4.771,42.4625,443.470875,8.7875,215
696701,27,64.91425,3.53245,2.65,5.4425,17.8517775,195.93225,2.57425,49.5285
567944,11,23.13,1.95,2.6,7.485,17.55,343.151,15.005,262.455
27257,30,67.6714405,2.795,2.7675,6.795,22,163.0125,8.555,34.62
30953,34,77.35875,3.8175,2.6725,6.13,28.25,151.8775,9.325,89.745
556878,27.5,65.89364525,3.58275,2.88625,6.3775,18.3125,245.930625,1.66,49.325
22908,33.5,78.8326,3.60675,2.845,5.8675,22.95,143.3765,7.5575,58.3075
767915,10,20.5818,2.112,2.44125,5.40625,54.465625,274.452,8.74875,131.7
27399,39,90.368,4.01275,2.7325,6.13,26.5,149.9875,12.9475,70.97
1267,8.5,17.50038464,1.6105,1.74,3.9,87,412.185,0.82,48.45
4534,8.25,16.74969232,1.37975,2.59,5.365,46.15,330.707,-0.09,23.725
1019550,12.5,27.41404577,2.19675,2.415,4.007,23.135,410.22,11.7525,158.75
26173,22.625,53.48867025,2.8065625,2.84125,6.27375,25.69453125,244.586875,1.931875,47.1
6573,15.375,33.66536213,3.67175,2.575625,3.777125,20.7625,526.07875,2.458125,71.2125
764431,12.25,26.47601298,2.56175,2.9975,2.03375,39.8515625,140.321875,4.03,77.8375
14395,12.25,25.98591324,1.8879875,2.8075,4.84125,34.43,227.143875,1.1125,52.1175
8774,18.75,41.9262254,1.425125,2.41375,4.97875,123.7925,223.324,0.38875,28.7425
778345,9.625,20.58962698,1.81025,2.96125,0.60625,51.115625,141.346875,2.76625,83.5875
767302,10,20.5818,2.112,2.44125,5.40625,54.465625,274.452,8.74875,131.7
849394,9.625,20.1123805,1.9005,2.39625,6.0775,56.840625,256.102,8.2225,112
19351,11.625,23.8878805,2.201875,2.81875,6.7375,21.1375,303.680625,13.7,122.75
865726,19.625,45.03338042,2.2138125,3.104375,0.678125,72.0025,131.3965625,4.06375,69.265
755373,26.75,62.819825,3.8436,2.65125,5.85375,42.5625,309.168125,3.725,143.875
8314,23.25,53.46478353,1.880375,2.30625,5.9725,126.9625,194.9895,0.2275,32.8625
10821,21.5,48.7394,1.891,1.685,4.58,165.55,398.885,0.6,37.4
10620,19.5,44.961415,2.40125,2.2475,5.205,97.678125,253.6645,3.0475,119.25
756544,19,44.4608675,2.2455,2.24,5.225,97.428125,272.1895,2.3475,137
14363,17.75,39.59914937,1.7405,2.32,5.765,106.8640625,202.5645,0.28625,41
567907,10,20.36953575,1.1875,2.72125,5.213125,14,413.9625,0.31625,18.05
29993,21.75,50.35081237,4.22525,3.41375,0.175,18.93,192.86375,4.96375,131.4175
574822,7,14.13184616,1.549375,2.53125,3.828375,28.7625,549.0375,-0.545,11.3625
995197,3.5,6.5095,1.1604,2.375,3.66,7.903555,467.434,-0.4415,-0.048
19105,13.25,28.36541348,2.1735,2.28875,5.046125,74.8,275.200875,3.99,109.9625
644418,8.625,17.194,1.118575,2.67875,5.4225,26.4517775,274.956875,1.4805,21.47725
9167,14.5,31.91125,1.6015,2.395,4.432,55.825,456.4375,1.55,35.25
756648,19.75,45.795,2.45975,2.25,5.2025,95.678125,246.1645,1.9975,108.75
568943,16.5,36.021825,2.176,2.24,4.29975,84.325,376.3775,26.4325,15.0075
28406,14.5,29.73975,1.58475,3.085,7.445,13.475,192.25075,3.2625,12.58
755015,21,48.47330982,2.35475,2.2275,5.41,97.075,259.2395,2.285,124.475
696512,10.5,23.24052991,1.060275,2.40875,5.07625,28.028555,198.088375,2.0785,17.68325
7800,20.25,47.3245,2.588,2.2575,6.5375,91.678125,216.1145,2.4475,77.75
754236,18.75,41.304585,2.501,2.70625,5.88875,48.8125,308.443125,6.85,132.125
558033,18.75,42.00626866,3.1400625,2.42625,5.830625,62.71875,284.7163125,4.58,135.225
757094,28.25,67.0369925,3.919375,2.5875,5.60625,69.9375,340.818125,4.6375,171.75
14364,22.25,51.45856236,1.82575,2.3125,5.88,127.1390625,201.4645,0.25875,39.125
1020057,19,44.4608675,2.2455,2.24,5.225,97.428125,272.1895,2.3475,137
779689,2.5,4.25775,0.2551,2.41,3.82225,5.2303325,281.6085,-0.16225,0.428
574029,8,16.1454125,1.535,2.5175,3.953375,44.6375,546.725,11.9375,-0.58375
6478,18.5,42.56411,3.532,2.71125,5.82625,38.0765625,319.930625,7.42375,153.625
22872,25.5,57.0275,2.84275,2.8825,5.8075,21.7,157.0765,9.8275,64.1075
643385,25,57.8828675,2.17245,2.3125,6.095,59.9767775,184.496,5.95925,46.4635
558016,13.25,27.78737477,1.84025,2.77875,4.905,35.8675,212.956375,1.73875,40.0425
12807,12,24.51945963,1.463225,2.3275,5.735,89.525,229.5895,27.8125,71.1075
765398,9.25,19.099625,2.1191875,2.764375,5.30625,33.3640625,346.4544375,1.33625,60.25
24064,8.5,17.49464208,1.0267,3.0875,2.23,9.2467775,173.292,0.91175,15.946
9212,10,20.49232695,1.491975,2.355,5.485,57.775,234.2145,2.8475,95
569238,47.5,114.1592795,3.234125,1.74875,6.565,187.3015625,101.9785,8.905,65.0875
569084,14.75,34.18369613,3.29755,2.5375,4.093625,11.76516625,381.2095,2.055125,45.01525
675978,24.125,57.13251467,2.6963125,3.195,0.856875,47.78375,104.9678125,15.225625,37.0375
776810,9.625,20.58962698,1.81025,2.96125,0.60625,51.115625,141.346875,2.76625,83.5875
567975,15,31.15153756,1.6408625,2.83,5.807375,20.4,215.79375,5.53875,54.36875
30298,17,36.50447375,2.221,2.47,5.755,82.575,222.4895,24.875,8.1825
8773,12,24.5376629,1.171625,2.41375,4.84375,112.505,226.3615,38.00125,1.19125
675214,26.375,62.92870217,2.7808125,3.195,0.901875,51.54625,103.9553125,2.688125,46.22125
601401,12,24.294075,1.496,2.2475,5.82725,81.95,388.87,25.4325,2.7075
30299,21.5,48.09684875,2.39,2.47,5.845,90.1,220.4645,-0.2,26.55
9066,10.25,21.97342054,1.545625,2.35375,5.3325,67.765625,215.6895,0.4275,52.7875
557399,15.75,34.1078379,1.9925,2.8875,5.98,48.38,217.952625,13.41375,38.92125
542136,11,22.50000873,1.28125,2.235,6.3525,68.55,207.982125,1.0825,43.875
753858,12,25.46570158,1.97625,3.235,1.945,28.195,220.22475,4.705,108.67
15733,18.25,41.00030231,3.3309875,2.66375,5.88625,39.8875,317.105625,4.95625,148.8375
942702,10.625,22.1165559,1.93975,2.85625,6.14625,34.5565625,224.502625,1.75375,47.755
995192,17.5,39.485475,1.5036,2.44625,5.88875,81.85088875,240.61425,7.072125,74.713
674333,10,20.49238373,1.166125,2.3425,5.8975,66.7875,204.4895,0.80375,42.4375
754739,8,16.38881866,1.46125,2.43375,4.97125,36.9025,268.3395,5.22875,134.575
995194,15.25,33.6892875,1.4191,2.44625,5.84375,78.08838875,241.62675,19.609625,65.52925
626726,10.5,23.6695,0.903775,2.50125,5.06375,38.241055,224.847375,0.641,17.827
7035,13.25,27.78737477,1.84025,2.77875,4.905,35.8675,212.956375,1.73875,40.0425
643384,29.5,70.3096175,2.41245,2.2975,5.83,78.6767775,188.271,5.57425,45.9635
19447,22,50.46727165,1.927875,2.2375,5.83375,134.0875,221.6145,2.54,86.3125
995215,17.5,39.2018065,1.426225,2.45,6.07875,82.63838875,238.17675,7.250875,74.0255
557466,27.5,66.49390237,3.26775,3.46,0.4375,14.805,111.90125,3.1325,47.905
10251,21.25,50.3595,2.8455,2.27,5.185,84.428125,237.0395,-0.0275,109.25
19123,16.5,36.6016375,1.788,2.25125,5.62625,113.9890625,229.1895,2.59875,94.45
3677,10,20.101,1.421,2.3225,4.1795,30.825,385.495,14.45,128.2
995225,19.75,45.41518149,1.546225,2.4425,5.94625,91.98838875,240.06425,7.058375,73.7755
626735,10.5,23.6695,0.903775,2.50125,5.06375,38.241055,224.847375,0.641,17.827
566084,12,25.0092625,1.619,2.25125,5.53625,106.4640625,231.2145,27.67375,76.0825
28074,22.75,53.81176237,2.94375,3.275,0.43875,62.03,139.98875,2.745,74.53
23280,21,45.31789875,2.6025,2.915,5.7125,18.45,166.6015,4.5575,23.4075
541190,21,48.46105049,1.87325,2.24375,5.74125,134.2640625,228.0895,2.57125,92.575
755617,23.5,54.97952482,3.016,2.26,5.3675,82.325,226.6395,-0.09,99.225
763704,9.125,18.9862555,2.0361875,2.729375,6.05875,34.1140625,329.9294375,1.28625,45.375
780545,11,22.98835098,1.702375,2.2725,5.37875,74.5375,229.3645,2.6775,93.7125
12645,21.5,50.9670825,2.90675,2.2725,5.1825,82.678125,239.5895,-0.0275,111.75
19219,8,16.9696875,1.5385,2.29125,5.10125,75.0671875,248.7895,2.77125,112.5
23230,16.5,34.3309405,1.625,2.9175,6.4725,17.2,170.1015,5.435,27.7575
556012,10,20.26694232,1.52475,2.275,5.57725,50.2,393.495,0.4675,26.6
5586,23.75,55.56169232,3.08225,2.2625,5.3625,80.825,230.5895,-0.09,103.225
995216,15.25,33.2721,1.3836,2.45375,6.02125,72.50088875,238.72675,7.264625,74.963
697025,27,63.956235,2.5004,2.43,5.735,18.703555,162.3775,7.8185,21.427
27758,27.5,66.34169429,3.9923625,3.13875,0.74625,22.0625,136.496875,2.74,80.2
27367,15,33.24170158,2.03875,3.4875,2.2975,10.42,158.77475,1.3125,17.945
19054,16.125,36.28373129,2.327875,2.90875,4.49625,46.835,260.703375,2.26,46.51
754250,24.5,57.48864232,3.27735,2.2025,5.35,77.575,258.3895,-0.09,127.475
23288,29.5,66.67338463,3.014725,2.6225,6.015,30.2,166.6125,10.615,93.195
